Price,Close
Ticker,RELIANCE.NS
Date,
2025-06-19,1421.028076171875
2025-06-20,1453.6463623046875
2025-06-23,1444.326904296875
2025-06-24,1438.378173828125
2025-06-25,1454.737060546875
2025-06-26,1482.4971923828125
2025-06-27,1502.425048828125
2025-06-30,1487.7518310546875
2025-07-01,1515.3138427734375
2025-07-02,1505.796142578125
2025-07-03,1504.8045654296875
2025-07-04,1514.223388671875
2025-07-07,1528.3016357421875
2025-07-08,1524.43505859375
2025-07-09,1505.9942626953125
2025-07-10,1504.209716796875
2025-07-11,1482.3980712890625
2025-07-14,1470.9964599609375
2025-07-15,1472.6820068359375
2025-07-16,1472.8802490234375
2025-07-17,1463.759033203125
2025-07-18,1463.3624267578125
2025-07-21,1416.3682861328125
2025-07-22,1400.70361328125
2025-07-23,1412.4024658203125
2025-07-24,1390.8883056640625
2025-07-25,1379.7841796875
2025-07-28,1375.7193603515625
2025-07-29,1404.966796875
2025-07-30,1398.0267333984375
2025-07-31,1378.2969970703125
2025-08-01,1381.76708984375
2025-08-04,1399.4146728515625
2025-08-05,1379.7841796875
2025-08-06,1380.8748779296875
2025-08-07,1377.50390625
2025-08-08,1356.0888671875
2025-08-11,1374.331298828125
2025-08-12,1368.5810546875
2025-08-13,1370.7620849609375
2025-08-14,1367.4774169921875
2025-08-18,1375.3409423828125
2025-08-19,1413.564208984375
2025-08-20,1406.4969482421875
2025-08-21,1418.24267578125
2025-08-22,1402.71435546875
2025-08-25,1406.0987548828125
2025-08-26,1378.5262451171875
2025-08-28,1379.521728515625
2025-08-29,1350.9537353515625
2025-09-01,1347.6689453125
2025-09-02,1360.2109375
2025-09-03,1366.2828369140625
2025-09-04,1353.0440673828125
2025-09-05,1368.671875
2025-09-08,1372.15576171875
2025-09-09,1369.8662109375
2025-09-10,1370.66259765625
2025-09-11,1376.9337158203125
2025-09-12,1388.579833984375
2025-09-15,1392.8599853515625
2025-09-16,1398.8323974609375
2025-09-17,1407.2933349609375
2025-09-18,1408.4876708984375
2025-09-19,1400.9227294921875
2025-09-22,1384.199951171875
2025-09-23,1383.40380859375
2025-09-24,1376.635009765625
2025-09-25,1366.0838623046875
2025-09-26,1371.2598876953125
2025-09-29,1366.48193359375
2025-09-30,1357.722412109375
2025-10-01,1362.4007568359375
2025-10-03,1357.125244140625
2025-10-06,1368.671875
2025-10-07,1378.4267578125
2025-10-08,1361.1068115234375
2025-10-09,1371.458984375
2025-10-10,1375.3409423828125
2025-10-13,1368.671875
2025-10-14,1369.5677490234375
2025-10-15,1367.97509765625
2025-10-16,1391.8646240234375
2025-10-17,1410.279541015625
2025-10-20,1460.04931640625
2025-10-21,1458.4566650390625
2025-10-23,1441.7340087890625
2025-10-24,1444.9193115234375
2025-10-27,1477.2696533203125
2025-10-28,1480.056884765625
2025-10-29,1497.277099609375
2025-10-30,1481.6494140625
2025-10-31,1479.5592041015625
2025-11-03,1477.866943359375
2025-11-04,1466.3203125
2025-11-06,1489.2144775390625
2025-11-07,1471.19775390625
2025-11-10,1482.44580078125
2025-11-11,1486.5269775390625
2025-11-12,1504.5435791015625
2025-11-13,1503.9464111328125
2025-11-14,1511.9095458984375
2025-11-17,1511.3123779296875
2025-11-18,1512.4072265625
2025-11-19,1511.9095458984375
2025-11-20,1541.9705810546875
2025-11-21,1539.4820556640625
2025-11-24,1528.831298828125
2025-11-25,1532.61376953125
2025-11-26,1562.6748046875
2025-11-27,1556.2047119140625
2025-11-28,1560.285888671875
2025-12-01,1558.892333984375
2025-12-02,1539.1834716796875
2025-12-03,1531.718017578125
2025-12-04,1528.53271484375
2025-12-05,1533.5096435546875
2025-12-08,1535.898681640625
2025-12-09,1522.3612060546875
2025-12-10,1529.8267822265625
2025-12-11,1537.889404296875
2025-12-12,1549.3365478515625
2025-12-15,1549.037841796875
2025-12-16,1535.201904296875
2025-12-17,1537.292236328125
2025-12-18,1537.292236328125
2025-12-19,1557.8968505859375
2025-12-22,1568.1495361328125
2025-12-23,1563.4710693359375
2025-12-24,1551.0286865234375
2025-12-26,1552.0240478515625
2025-12-29,1538.4866943359375
2025-12-30,1532.71337890625
2025-12-31,1563.172607421875
2026-01-01,1568.3485107421875
2026-01-02,1584.9718017578125
2026-01-05,1570.8370361328125
2026-01-06,1500.6614990234375
2026-01-07,1497.277099609375
2026-01-08,1463.831787109375
2026-01-09,1468.51025390625
2026-01-12,1476.373779296875
2026-01-13,1446.11376953125
2026-01-14,1452.086181640625
2026-01-15,1452.086181640625
2026-01-16,1451.1903076171875
2026-01-19,1407.0941162109375
2026-01-20,1387.5843505859375
2026-01-21,1398.1356201171875
2026-01-22,1396.0452880859375
2026-01-23,1379.720703125
2026-01-27,1374.146484375
2026-01-28,1390.2718505859375
2026-01-29,1384.59814453125
2026-01-30,1388.9779052734375
2026-02-02,1384.0009765625
2026-02-03,1430.4859619140625
2026-02-04,1450.095458984375
2026-02-05,1436.757080078125
2026-02-06,1444.123046875
2026-02-09,1454.873291015625
