Price,Close
Ticker,ADANIPORTS.NS
Date,
2025-06-19,1332.384765625
2025-06-20,1343.6373291015625
2025-06-23,1349.1142578125
2025-06-24,1383.6685791015625
2025-06-25,1387.25341796875
2025-06-26,1423.3016357421875
2025-06-27,1434.15576171875
2025-06-30,1444.11376953125
2025-07-01,1440.92724609375
2025-07-02,1437.84033203125
2025-07-03,1425.093994140625
2025-07-04,1418.422119140625
2025-07-07,1429.5750732421875
2025-07-08,1442.4210205078125
2025-07-09,1436.944091796875
2025-07-10,1437.0435791015625
2025-07-11,1425.69140625
2025-07-14,1426.986083984375
2025-07-15,1439.0352783203125
2025-07-16,1450.5865478515625
2025-07-17,1446.4041748046875
2025-07-18,1437.0435791015625
2025-07-21,1444.41259765625
2025-07-22,1414.7376708984375
2025-07-23,1414.8372802734375
2025-07-24,1405.67578125
2025-07-25,1390.4400634765625
2025-07-28,1370.2252197265625
2025-07-29,1390.041748046875
2025-07-30,1388.149658203125
2025-07-31,1367.33740234375
2025-08-01,1341.446533203125
2025-08-04,1383.0711669921875
2025-08-05,1352.400390625
2025-08-06,1361.362548828125
2025-08-07,1339.753662109375
2025-08-08,1319.4393310546875
2025-08-11,1333.7789306640625
2025-08-12,1324.916259765625
2025-08-13,1314.0618896484375
2025-08-14,1294.843017578125
2025-08-18,1321.6300048828125
2025-08-19,1363.6529541015625
2025-08-20,1364.847900390625
2025-08-21,1356.0848388671875
2025-08-22,1335.5712890625
2025-08-25,1334.774658203125
2025-08-26,1309.879638671875
2025-08-28,1309.879638671875
2025-08-29,1307.29052734375
2025-09-01,1329.6961669921875
2025-09-02,1330.59228515625
2025-09-03,1326.8082275390625
2025-09-04,1322.6258544921875
2025-09-05,1316.2528076171875
2025-09-08,1342.6416015625
2025-09-09,1375.104736328125
2025-09-10,1383.270263671875
2025-09-11,1387.25341796875
2025-09-12,1387.25341796875
2025-09-15,1389.3446044921875
2025-09-16,1402.2900390625
2025-09-17,1400.1988525390625
2025-09-18,1406.870849609375
2025-09-19,1421.807861328125
2025-09-22,1438.1390380859375
2025-09-23,1435.5499267578125
2025-09-24,1425.5919189453125
2025-09-25,1401.2943115234375
2025-09-26,1386.1580810546875
2025-09-29,1377.39501953125
2025-09-30,1397.60986328125
2025-10-01,1416.729248046875
2025-10-03,1413.1444091796875
2025-10-06,1394.6224365234375
2025-10-07,1393.6265869140625
2025-10-08,1388.448486328125
2025-10-09,1389.742919921875
2025-10-10,1403.485107421875
2025-10-13,1431.7659912109375
2025-10-14,1423.0028076171875
2025-10-15,1444.6116943359375
2025-10-16,1473.2908935546875
2025-10-17,1473.1912841796875
2025-10-20,1460.8433837890625
2025-10-21,1467.3160400390625
2025-10-23,1447.001708984375
2025-10-24,1423.0028076171875
2025-10-27,1414.6380615234375
2025-10-28,1411.949462890625
2025-10-29,1448.694580078125
2025-10-30,1451.7816162109375
2025-10-31,1445.408447265625
2025-11-03,1438.6368408203125
2025-11-04,1438.3382568359375
